Combocode,MasonPlot#,distance,Trial
25061804,1804,0.245907348,2506
25061804,1804,0.129493309,2506
25070701,701,0.089687388,2507
25070701,701,0.103750592,2507
25070701,701,0.144691646,2507
25070701,701,0.037287334,2507
25061604,1604,0.122479578,2506
25070701,701,0.139107865,2507
25070901,901,0.131518643,2507
25061804,1804,0.132559799,2506
25070701,701,0.118087045,2507
25061804,1804,0.216864287,2506
25061804,1804,0.101767359,2506
25070901,901,0.115428832,2507
25070701,701,0.026282533,2507
25061804,1804,0.101767359,2506
25070901,901,0.177216387,2507
25061804,1804,0.119023071,2506
25061604,1604,0.236463043,2506
25070901,901,0.148206242,2507
25061604,1604,0.213052939,2506
25070701,701,0.155738737,2507
25061804,1804,0.052169529,2506
25061604,1604,0.19212055,2506
25070701,701,0.143571603,2507
25070701,701,0.168798794,2507
25061804,1804,0.199979598,2506
25070901,901,0.148206242,2507
25070701,701,0.071091981,2507
25061804,1804,0.114418249,2506
25061804,1804,0.114418249,2506
25061604,1604,0.19212055,2506
25070901,901,0.115428832,2507
25070701,701,0.143571603,2507
25070701,701,0.124789331,2507
25061604,1604,0.151162494,2506
25070801,801,0.148014391,2507
25061604,1604,0.125026833,2506
25061604,1604,0.125026833,2506
25070901,901,0.157358671,2507
25061804,1804,0.072064173,2506
25061804,1804,0.088306959,2506
25070901,901,0.135649671,2507
25061804,1804,0.088306959,2506
25061804,1804,0.18109196,2506
25070901,901,0.135649671,2507
25070901,901,0.319619138,2507
25061804,1804,0.072064173,2506
25061804,1804,0.18109196,2506
25061604,1604,0.148549072,2506
25061604,1604,0.148549072,2506
25061604,1604,0.086341122,2506
25061804,1804,0.111841057,2506
25061604,1604,0.086341122,2506
25070701,701,0.124789331,2507
25061604,1604,0.125096108,2506
25061604,1604,0.143293091,2506
25061804,1804,0.158357258,2506
25070901,901,0.319619138,2507
25061804,1804,0.111841057,2506
25061804,1804,0.116472489,2506
25061604,1604,0.125096108,2506
25061604,1604,0.075250175,2506
25061804,1804,0.158357258,2506
25061804,1804,0.116472489,2506
25061604,1604,0.190681357,2506
25070801,801,0.098206379,2507
25070601,601,0.178458989,2507
25070801,801,0.344916565,2507
25070801,801,0.078488516,2507
25061804,1804,0.117536629,2506
25061804,1804,0.082474571,2506
25061804,1804,0.071441195,2506
25061604,1604,0.113647966,2506
25070801,801,0.078488516,2507
25061804,1804,0.071441195,2506
25061604,1604,0.075250175,2506
25070601,601,0.162024358,2507
25061604,1604,0.138053649,2506
25061604,1604,0.064415406,2506
25070501,501,0.234226972,2507
25070801,801,0.100394542,2507
25062403,2403,0.047212751,2506
25061804,1804,0.117536629,2506
25061604,1604,0.138053649,2506
25070601,601,0.162024358,2507
25070601,601,0.145005215,2507
25070801,801,0.164877155,2507
25070601,601,0.075010572,2507
25062403,2403,0.122276044,2506
25070601,601,0.214539692,2507
25062403,2403,0.094366384,2506
25070801,801,0.164877155,2507
25070801,801,0.186591541,2507
25062403,2403,0.135875267,2506
25062403,2403,0.133328479,2506
25070801,801,0.174849318,2507
25070601,601,0.099618182,2507
25062403,2403,0.103005013,2506
25070801,801,0.097371805,2507
25070801,801,0.11781925,2507
25062403,2403,0.094366384,2506
25062403,2403,0.145384564,2506
25070801,801,0.117564515,2507
25070601,601,0.1603809,2507
25062403,2403,0.100364126,2506
25070801,801,0.116987391,2507
25062403,2403,0.100364126,2506
25062403,2403,0.107923259,2506
25070801,801,0.097371805,2507
25070601,601,0.214539692,2507
25062403,2403,0.071523964,2506
25062403,2403,0.071523964,2506
25062403,2403,0.123872753,2506
25070801,801,0.116987391,2507
25070601,601,0.145005215,2507
25062403,2403,0.135875267,2506
25070801,801,0.076912043,2507
25070601,601,0.099618182,2507
25070801,801,0.065649537,2507
25062403,2403,0.101381315,2506
25061704,1704,0.057900454,2506
25062403,2403,0.101381315,2506
25062403,2403,0.076481276,2506
25062403,2403,0.076481276,2506
25062403,2403,0.073347733,2506
25062403,2403,0.13074193,2506
25070601,601,0.051204122,2507
25070801,801,0.086919921,2507
25070601,601,0.124555835,2507
25061704,1704,0.057900454,2506
25061504,1504,0.111872096,2506
25070801,801,0.09886751,2507
25070801,801,0.124791839,2507
25062403,2403,0.047212751,2506
25062403,2403,0.164425058,2506
25070801,801,0.086919921,2507
25070601,601,0.075010572,2507
25070801,801,0.100042225,2507
25062403,2403,0.274517767,2506
25061504,1504,0.15933234,2506
25061504,1504,0.134289434,2506
25061504,1504,0.134289434,2506
25062403,2403,0.137864023,2506
25061704,1704,0.115236899,2506
25070801,801,0.093451066,2507
25070801,801,0.065649537,2507
25070801,801,0.130453215,2507
25061504,1504,0.104948172,2506
25070601,601,0.156660726,2507
25062403,2403,0.073347733,2506
25061704,1704,0.154284392,2506
25070801,801,0.154217004,2507
25062403,2403,0.096202252,2506
25062403,2403,0.13037151,2506
25061704,1704,0.166659908,2506
25070601,601,0.487406677,2507
25070601,601,0.051204122,2507
25062403,2403,0.085469906,2506
25061704,1704,0.254810937,2506
25070601,601,0.205405954,2507
25070601,601,0.109069229,2507
25070601,601,0.139443288,2507
25061504,1504,0.098630104,2506
25070801,801,0.103984514,2507
25062403,2403,0.167812493,2506
25070801,801,0.130453215,2507
25062403,2403,0.100733938,2506
25061704,1704,0.177457392,2506
25062403,2403,0.150175812,2506
25061504,1504,0.104948172,2506
25061504,1504,0.191768973,2506
25070801,801,0.154837881,2507
25070601,601,0.082989588,2507
25061504,1504,0.157780532,2506
25070801,801,0.11363875,2507
25061704,1704,0.3066818,2506
25061704,1704,0.13025932,2506
25061504,1504,0.098630104,2506
25062403,2403,0.085469906,2506
25062403,2403,0.154612559,2506
25070801,801,0.092701824,2507
25061704,1704,0.027096582,2506
25061504,1504,0.157780532,2506
25061704,1704,0.21634906,2506
25061704,1704,0.027096582,2506
25061704,1704,0.170722627,2506
25061504,1504,0.105436154,2506
25070801,801,0.144916313,2507
25070801,801,0.191517427,2507
25062403,2403,0.100733938,2506
25061704,1704,0.098300432,2506
25061504,1504,0.225122065,2506
25061704,1704,0.143168961,2506
25061504,1504,0.105436154,2506
25061504,1504,0.160139953,2506
25070601,601,0.198885556,2507
25062403,2403,0.068065919,2506
25070801,801,0.112499372,2507
25070801,801,0.101596051,2507
25061404,1404,0.017338258,2506
25061504,1504,0.160139953,2506
25070601,601,0.095696942,2507
25070801,801,0.103984514,2507
25070601,601,0.095696942,2507
25070601,601,0.204962439,2507
25062403,2403,0.145787046,2506
25062403,2403,0.068065919,2506
25061404,1404,0.017338258,2506
25061504,1504,0.173383797,2506
25070801,801,0.11363875,2507
25070601,601,0.156660726,2507
25061504,1504,0.234847273,2506
25061504,1504,0.137306498,2506
25061504,1504,0.09567414,2506
25070601,601,0.26538909,2507
25061704,1704,0.293629407,2506
25061704,1704,0.143168961,2506
25061704,1704,0.17776297,2506
25061704,1704,0.16548488,2506
25061504,1504,0.09567414,2506
25061504,1504,0.09978917,2506
25070801,801,0.092701824,2507
25062303,2303,0.107538204,2506
25061704,1704,0.23206497,2506
25061704,1704,0.147598668,2506
25061504,1504,0.137306498,2506
25061504,1504,0.110382561,2506
25062303,2303,0.109564648,2506
25061504,1504,0.143447189,2506
25061704,1704,0.147598668,2506
25061504,1504,0.20301187,2506
25061504,1504,0.09978917,2506
25061504,1504,0.110382561,2506
25062303,2303,0.149280965,2506
25061704,1704,0.192864975,2506
25062303,2303,0.128400607,2506
25061704,1704,0.169149268,2506
25061504,1504,0.151003578,2506
25062303,2303,0.128400607,2506
25061704,1704,0.186048785,2506
25061504,1504,0.151003578,2506
25062303,2303,0.083735686,2506
25061704,1704,0.092110125,2506
25061504,1504,0.12612205,2506
25061704,1704,0.092110125,2506
25061704,1704,0.148553829,2506
25070701,701,0.192179148,2507
25070501,501,0.120066821,2507
25070501,501,0.087022879,2507
25062303,2303,0.083735686,2506
25062303,2303,0.143362886,2506
25070701,701,0.090154085,2507
25062303,2303,0.162959036,2506
25070701,701,0.150643234,2507
25070501,501,0.082135138,2507
25070701,701,0.090154085,2507
25070501,501,0.124422021,2507
25070501,501,0.092341967,2507
25062303,2303,0.169290629,2506
25062303,2303,0.107538204,2506
25070501,501,0.092341967,2507
25061704,1704,0.170799658,2506
25061704,1704,0.170799658,2506
25070701,701,0.231456376,2507
25070501,501,0.082135138,2507
25061404,1404,0.140203368,2506
25070701,701,0.230057484,2507
25070501,501,0.105038339,2507
25062303,2303,0.11059741,2506
25062303,2303,0.101499026,2506
25070701,701,0.062843343,2507
25070701,701,0.089929883,2507
25070501,501,0.172470921,2507
25070501,501,0.087022879,2507
25070701,701,0.139597173,2507
25062303,2303,0.129055008,2506
25070701,701,0.062843343,2507
25070501,501,0.089661791,2507
25062303,2303,0.12264729,2506
25062303,2303,0.112591931,2506
25062303,2303,0.114707441,2506
25070501,501,0.126000158,2507
25070501,501,0.126000158,2507
25061404,1404,0.099732207,2506
25070701,701,0.093251863,2507
25061604,1604,0.143513461,2506
25070701,701,0.093251863,2507
25070501,501,0.168461537,2507
25061404,1404,0.140203368,2506
25061404,1404,0.186991955,2506
25070501,501,0.088319335,2507
25070701,701,0.152353449,2507
25070501,501,0.14055821,2507
25061404,1404,0.059095957,2506
25070701,701,0.138196603,2507
25062303,2303,0.101499026,2506
25070501,501,0.168345999,2507
25061404,1404,0.099732207,2506
25070701,701,0.138007237,2507
25061604,1604,0.143513461,2506
25062303,2303,0.153782068,2506
25070701,701,0.08810964,2507
25070501,501,0.088319335,2507
25062303,2303,0.114707441,2506
25062303,2303,0.125186459,2506
25061404,1404,0.095088819,2506
25070701,701,0.090154644,2507
25070501,501,0.092133462,2507
25062303,2303,0.120292036,2506
25070701,701,0.145165483,2507
25061404,1404,0.195731459,2506
25070501,501,0.084154889,2507
25070501,501,0.092133462,2507
25062303,2303,0.125186459,2506
25061404,1404,0.107571144,2506
25062303,2303,0.212460707,2506
25061404,1404,0.14399655,2506
25061604,1604,0.161062036,2506
25061604,1604,0.168782821,2506
25061404,1404,0.059095957,2506
25061404,1404,0.082047692,2506
25070701,701,0.177814463,2507
25070501,501,0.124868964,2507
25070701,701,0.1515196,2507
25061604,1604,0.161062036,2506
25061404,1404,0.095088819,2506
25070501,501,0.084154889,2507
25061404,1404,0.107571144,2506
25070701,701,0.107041885,2507
25070501,501,0.099704879,2507
25070501,501,0.105209208,2507
25062303,2303,0.182749601,2506
25062303,2303,0.120292036,2506
25061604,1604,0.096061879,2506
25070501,501,0.186464831,2507
25070701,701,0.113849295,2507
25070701,701,0.08810964,2507
25062303,2303,0.136757651,2506
25070701,701,0.144185452,2507
25061404,1404,0.06260783,2506
25061404,1404,0.181931014,2506
25070701,701,0.1515196,2507
25061604,1604,0.179641541,2506
25061404,1404,0.217630623,2506
25061404,1404,0.217630623,2506
25061404,1404,0.266076587,2506
25061404,1404,0.06260783,2506
25070501,501,0.08162112,2507
25062303,2303,0.136757651,2506
25061604,1604,0.096061879,2506
25070501,501,0.078165642,2507
25070701,701,0.090154644,2507
25070501,501,0.167530779,2507
25070501,501,0.12835299,2507
25070501,501,0.053084432,2507
25061604,1604,0.107921905,2506
25070701,701,0.16853203,2507
25061604,1604,0.179641541,2506
25061404,1404,0.169648027,2506
25070501,501,0.068445909,2507
25061604,1604,0.107921905,2506
25070501,501,0.068445909,2507
25061404,1404,0.042909999,2506
25070701,701,0.094617234,2507
25070701,701,0.094617234,2507
25062303,2303,0.310212688,2506
25070501,501,0.126164416,2507
25070701,701,0.144185452,2507
25061604,1604,0.110694701,2506
25061404,1404,0.25934859,2506
25061604,1604,0.128834972,2506
25070501,501,0.156443144,2507
25070501,501,0.232742258,2507
25061604,1604,0.128834972,2506
25070501,501,0.053084432,2507
25061404,1404,0.068535484,2506
25070701,701,0.169041013,2507
25061604,1604,0.144556106,2506
25061404,1404,0.144540209,2506
25061404,1404,0.232128183,2506
25070701,701,0.225926747,2507
25061604,1604,0.089938266,2506
25061404,1404,0.068535484,2506
25061404,1404,0.03301106,2506
25061404,1404,0.232128183,2506
25070501,501,0.262081085,2507
25070501,501,0.078777536,2507
25061604,1604,0.089938266,2506
25061604,1604,0.12186907,2506
25061604,1604,0.105503908,2506
25061604,1604,0.105503908,2506
25061404,1404,0.042909999,2506
25070401,401,0.42541026,2507
25061404,1404,0.03301106,2506
25061404,1404,0.182131032,2506
25070701,701,0.136392733,2507
25061604,1604,0.12186907,2506
25061404,1404,0.100617635,2506
25070701,701,0.136392733,2507
25061604,1604,0.09208864,2506
25062203,2203,0.131830635,2506
25061604,1604,0.09208864,2506
25061604,1604,0.118728916,2506
25061404,1404,0.161227401,2506
25061604,1604,0.118728916,2506
25061604,1604,0.107903944,2506
25070401,401,0.109441056,2507
25061604,1604,0.101091553,2506
25070401,401,0.125862512,2507
25062203,2203,0.114586009,2506
25061604,1604,0.101091553,2506
25062203,2203,0.116069651,2506
25070401,401,0.109441056,2507
25062203,2203,0.116069651,2506
25062203,2203,0.062344815,2506
25070401,401,0.189507242,2507
25062203,2203,0.114586009,2506
25061604,1604,0.250682473,2506
25062203,2203,0.278109784,2506
25062203,2203,0.140659586,2506
25062203,2203,0.140659586,2506
25062403,2403,0.14809786,2506
25070401,401,0.135937669,2507
25070401,401,0.116435875,2507
25070401,401,0.116435875,2507
25070401,401,0.20924833,2507
25061304,1304,0.055646845,2506
25070601,601,0.148959405,2507
25070401,401,0.184449534,2507
25070601,601,0.095044657,2507
25070601,601,0.095044657,2507
25062203,2203,0.062344815,2506
25061604,1604,0.146128781,2506
25070401,401,0.21250885,2507
25061304,1304,0.503396444,2506
25070601,601,0.101690377,2507
25070601,601,0.114744431,2507
25062203,2203,0.108342398,2506
25062203,2203,0.109438614,2506
25070401,401,0.222509064,2507
25070401,401,0.087811265,2507
25070601,601,0.185262497,2507
25070601,601,0.136603355,2507
25070601,601,0.06808616,2507
25070401,401,0.144171569,2507
25062203,2203,0.108342398,2506
25062403,2403,0.136008722,2506
25062403,2403,0.071506981,2506
25062203,2203,0.109438614,2506
25070601,601,0.169616645,2507
25062403,2403,0.071506981,2506
25062403,2403,0.132043258,2506
25062403,2403,0.132043258,2506
25062203,2203,0.104276337,2506
25062203,2203,0.055551804,2506
25070401,401,0.130270563,2507
25062403,2403,0.136008722,2506
25070601,601,0.136603355,2507
25062203,2203,0.27146475,2506
25070601,601,0.089938884,2507
25062403,2403,0.106198404,2506
25062403,2403,0.070401547,2506
25070401,401,0.178508294,2507
25062403,2403,0.100295095,2506
25062203,2203,0.263716526,2506
25061304,1304,0.055646845,2506
25070401,401,0.076192175,2507
25062403,2403,0.14809786,2506
25070601,601,0.114744431,2507
25070401,401,0.113236763,2507
25070401,401,0.130270563,2507
25070401,401,0.087811265,2507
25062403,2403,0.088481336,2506
25062403,2403,0.070401547,2506
25061304,1304,0.09482907,2506
25062203,2203,0.212050036,2506
25070401,401,0.132838066,2507
25062403,2403,0.092111307,2506
25062403,2403,0.16606556,2506
