distance,Trial,MasonPlot#,Combocode
0.165090779,2506,102,25060102
0.107466234,2506,102,25060102
0.129580293,2506,102,25060102
0.090968882,2506,102,25060102
0.094649714,2506,102,25060102
0.095458178,2506,102,25060102
0.090385634,2506,102,25060102
0.129580293,2506,102,25060102
0.12295654,2506,102,25060102
0.111085835,2506,102,25060102
0.139544168,2506,102,25060102
0.218019932,2506,102,25060102
0.095458178,2506,102,25060102
0.127686771,2506,102,25060102
0.127686771,2506,102,25060102
0.14395783,2506,102,25060102
0.173184744,2506,102,25060102
0.174532296,2506,102,25060102
0.182298956,2506,102,25060102
0.173184744,2506,102,25060102
0.095563039,2506,102,25060102
0.121322653,2506,102,25060102
0.095563039,2506,102,25060102
0.100153353,2506,102,25060102
0.121322653,2506,102,25060102
0.099294622,2506,102,25060102
0.132782947,2506,102,25060102
0.125656825,2506,102,25060102
0.114816365,2506,102,25060102
0.089699308,2506,102,25060102
0.117164099,2506,102,25060102
0.125638235,2506,102,25060102
0.109741673,2506,102,25060102
0.076098627,2506,102,25060102
0.125638235,2506,102,25060102
0.098791114,2506,102,25060102
0.124595994,2506,102,25060102
0.104592244,2506,102,25060102
0.076098627,2506,102,25060102
0.124595994,2506,102,25060102
0.109741673,2506,102,25060102
0.103207116,2506,102,25060102
0.160971843,2506,102,25060102
0.103207116,2506,102,25060102
0.096145921,2506,102,25060102
0.142266741,2506,102,25060102
0.069678572,2506,102,25060102
0.096145921,2506,102,25060102
0.069678572,2506,102,25060102
0.119202245,2506,102,25060102
0.119804914,2506,102,25060102
0.119804914,2506,102,25060102
0.264830629,2506,102,25060102
0.128957625,2506,102,25060102
0.142266741,2506,102,25060102
0.131213672,2506,102,25060102
0.109357882,2506,102,25060102
0.200989298,2506,102,25060102
0.109357882,2506,102,25060102
0.128957625,2506,102,25060102
0.140295155,2506,102,25060102
0.109437605,2506,102,25060102
0.131213672,2506,102,25060102
0.303299448,2506,102,25060102
0.143188324,2506,103,25060103
0.162877503,2506,103,25060103
0.0873355,2506,103,25060103
0.143188324,2506,103,25060103
0.0873355,2506,103,25060103
0.197363746,2506,103,25060103
0.168801076,2506,103,25060103
0.078397524,2506,103,25060103
0.078397524,2506,103,25060103
0.08868661,2506,103,25060103
0.115680792,2506,103,25060103
0.140853634,2506,103,25060103
0.088788965,2506,103,25060103
0.12181626,2506,103,25060103
0.155305179,2506,103,25060103
0.08868661,2506,103,25060103
0.088788965,2506,103,25060103
0.094736364,2506,103,25060103
0.100805315,2506,103,25060103
0.094736364,2506,103,25060103
0.139186851,2506,103,25060103
0.133837335,2506,103,25060103
0.133837335,2506,103,25060103
0.065252835,2506,103,25060103
0.108393933,2506,103,25060103
0.143704054,2506,103,25060103
0.065252835,2506,103,25060103
0.089838482,2506,103,25060103
0.089838482,2506,103,25060103
0.168196237,2506,103,25060103
0.04534635,2506,103,25060103
0.176175524,2506,103,25060103
0.122753154,2506,103,25060103
0.064437935,2506,103,25060103
0.04534635,2506,103,25060103
0.077120332,2506,103,25060103
0.121368847,2506,103,25060103
0.139612826,2506,103,25060103
0.101011531,2506,103,25060103
0.101011531,2506,103,25060103
0.084436746,2506,103,25060103
0.142644448,2506,103,25060103
0.112651248,2506,103,25060103
0.084436746,2506,103,25060103
0.061605738,2506,103,25060103
0.072019312,2506,103,25060103
0.112651248,2506,103,25060103
0.17257504,2506,103,25060103
0.158860915,2506,103,25060103
0.128615146,2506,103,25060103
0.061605738,2506,103,25060103
0.072970816,2506,103,25060103
0.072970816,2506,103,25060103
0.152785521,2506,103,25060103
0.147938429,2506,103,25060103
0.089717227,2506,103,25060103
0.089717227,2506,103,25060103
0.116549018,2506,103,25060103
0.057977333,2506,103,25060103
0.116549018,2506,103,25060103
0.152785521,2506,103,25060103
0.078646521,2506,103,25060103
0.057977333,2506,103,25060103
0.173428503,2506,103,25060103
0.104696539,2506,103,25060103
0.092611882,2506,103,25060103
0.104696539,2506,103,25060103
0.123673517,2506,103,25060103
0.15762031,2506,103,25060103
0.069519925,2506,103,25060103
0.069519925,2506,103,25060103
0.158958393,2506,103,25060103
0.154764384,2506,103,25060103
0.148388682,2506,103,25060103
0.140713637,2506,103,25060103
0.084707288,2506,103,25060103
0.113336814,2506,104,25060104
0.075142056,2506,104,25060104
0.228638285,2506,104,25060104
0.144292224,2506,104,25060104
0.148205365,2506,104,25060104
0.075142056,2506,104,25060104
0.05096627,2506,104,25060104
0.175937363,2506,104,25060104
0.148205365,2506,104,25060104
0.05096627,2506,104,25060104
0.165377323,2506,104,25060104
0.108581974,2506,104,25060104
0.131284616,2506,104,25060104
0.218020164,2506,104,25060104
0.131284616,2506,104,25060104
0.105370513,2506,104,25060104
0.09207811,2506,104,25060104
0.09207811,2506,104,25060104
0.083814036,2506,104,25060104
0.247517995,2506,104,25060104
0.134042421,2506,104,25060104
0.092636346,2506,104,25060104
0.083814036,2506,104,25060104
0.10560649,2506,104,25060104
0.192983815,2506,104,25060104
0.138995722,2506,104,25060104
0.092636346,2506,104,25060104
0.061318917,2506,104,25060104
0.068535483,2506,104,25060104
0.061318917,2506,104,25060104
0.086310221,2506,104,25060104
0.260555743,2506,104,25060104
0.091416985,2506,104,25060104
0.086310221,2506,104,25060104
0.091416985,2506,104,25060104
0.142611422,2506,104,25060104
0.055863638,2506,104,25060104
0.161800574,2506,104,25060104
0.084601218,2506,104,25060104
0.161800574,2506,104,25060104
0.084601218,2506,104,25060104
0.188191998,2506,104,25060104
0.055863638,2506,104,25060104
0.172025921,2506,104,25060104
0.172025921,2506,104,25060104
0.245863756,2506,104,25060104
0.077942897,2506,104,25060104
0.173210055,2506,104,25060104
0.120955736,2506,104,25060104
0.077942897,2506,104,25060104
0.09978917,2506,104,25060104
0.120955736,2506,104,25060104
0.103233544,2506,104,25060104
0.065418586,2506,104,25060104
0.104343902,2506,104,25060104
0.065418586,2506,104,25060104
0.152765621,2506,104,25060104
0.162009509,2506,104,25060104
0.11919641,2506,104,25060104
0.152765621,2506,104,25060104
0.169160883,2506,104,25060104
0.169160883,2506,104,25060104
0.178663159,2506,104,25060104
0.146851973,2506,104,25060104
0.124236818,2506,104,25060104
0.124236818,2506,104,25060104
0.210008865,2506,104,25060104
0.052417773,2506,104,25060104
0.047530626,2506,104,25060104
0.117666926,2506,104,25060104
0.047530626,2506,104,25060104
0.09105108,2506,104,25060104
0.103435867,2506,104,25060104
0.117666926,2506,104,25060104
0.045713628,2506,201,25060201
0.096464449,2506,201,25060201
0.116667295,2506,201,25060201
0.154624314,2506,201,25060201
0.045713628,2506,201,25060201
0.075658049,2506,201,25060201
0.126969994,2506,201,25060201
0.075658049,2506,201,25060201
0.119527392,2506,201,25060201
0.111939775,2506,201,25060201
0.106905163,2506,201,25060201
0.133685659,2506,201,25060201
0.111939775,2506,201,25060201
0.119527392,2506,201,25060201
0.241750733,2506,201,25060201
0.106905163,2506,201,25060201
0.112143077,2506,201,25060201
0.151599495,2506,201,25060201
0.151599495,2506,201,25060201
0.241750733,2506,201,25060201
0.139122308,2506,201,25060201
0.133773892,2506,201,25060201
0.173786096,2506,201,25060201
0.139122308,2506,201,25060201
0.112143077,2506,201,25060201
0.139117694,2506,201,25060201
0.113916979,2506,201,25060201
0.139117694,2506,201,25060201
0.113916979,2506,201,25060201
0.111976598,2506,201,25060201
0.125004994,2506,201,25060201
0.140556476,2506,201,25060201
0.171293203,2506,201,25060201
0.058736949,2506,201,25060201
0.058736949,2506,201,25060201
0.172627806,2506,201,25060201
0.140556476,2506,201,25060201
0.111931805,2506,201,25060201
0.083896503,2506,201,25060201
0.090645555,2506,201,25060201
0.109584767,2506,201,25060201
0.090645555,2506,201,25060201
0.111931805,2506,201,25060201
0.195646539,2506,201,25060201
0.145248722,2506,201,25060201
0.081349306,2506,201,25060201
0.081349306,2506,201,25060201
0.109584767,2506,201,25060201
0.145248722,2506,201,25060201
0.066057683,2506,201,25060201
0.066057683,2506,201,25060201
0.12721605,2506,201,25060201
0.127972105,2506,201,25060201
0.116720269,2506,201,25060201
0.116720269,2506,201,25060201
0.082412718,2506,201,25060201
0.106794452,2506,201,25060201
0.132856999,2506,201,25060201
0.1632154,2506,201,25060201
0.090798523,2506,201,25060201
0.082412718,2506,201,25060201
0.106794452,2506,201,25060201
0.058283374,2506,201,25060201
0.13195968,2506,201,25060201
0.208672259,2506,201,25060201
0.115038044,2506,201,25060201
0.058283374,2506,201,25060201
0.075755051,2506,201,25060201
0.19476696,2506,202,25060202
0.075000355,2506,202,25060202
0.143464078,2506,202,25060202
0.097923508,2506,202,25060202
0.087459978,2506,202,25060202
0.08364263,2506,202,25060202
0.08364263,2506,202,25060202
0.104179007,2506,202,25060202
0.139355933,2506,202,25060202
0.173940017,2506,202,25060202
0.152865961,2506,202,25060202
0.075000355,2506,202,25060202
0.091542245,2506,202,25060202
0.091542245,2506,202,25060202
0.102117543,2506,202,25060202
0.17808302,2506,202,25060202
0.112757924,2506,202,25060202
0.086269909,2506,202,25060202
0.086269909,2506,202,25060202
0.112757924,2506,202,25060202
0.209492063,2506,202,25060202
0.256679545,2506,202,25060202
0.052791208,2506,202,25060202
0.173940017,2506,202,25060202
0.052791208,2506,202,25060202
0.125800474,2506,202,25060202
0.089532061,2506,202,25060202
0.147200089,2506,202,25060202
0.147106371,2506,202,25060202
0.197555251,2506,202,25060202
0.106582083,2506,202,25060202
0.147106371,2506,202,25060202
0.106582083,2506,202,25060202
0.105071847,2506,202,25060202
0.066995799,2506,202,25060202
0.07934253,2506,202,25060202
0.07934253,2506,202,25060202
0.158361629,2506,202,25060202
0.092967849,2506,202,25060202
0.077737987,2506,202,25060202
0.095631714,2506,202,25060202
0.077737987,2506,202,25060202
0.092967849,2506,202,25060202
0.105071847,2506,202,25060202
0.118806438,2506,202,25060202
0.066995799,2506,202,25060202
0.181902578,2506,202,25060202
0.126602228,2506,202,25060202
0.084823687,2506,202,25060202
0.095631714,2506,202,25060202
0.097282423,2506,202,25060202
0.084823687,2506,202,25060202
0.097282423,2506,202,25060202
0.118947276,2506,202,25060202
0.096503161,2506,202,25060202
0.118947276,2506,202,25060202
0.115270887,2506,202,25060202
0.115270887,2506,202,25060202
0.116077001,2506,202,25060202
0.099948617,2506,202,25060202
0.099948617,2506,202,25060202
0.099011088,2506,202,25060202
0.104500275,2506,202,25060202
0.046381866,2506,202,25060202
0.096503161,2506,202,25060202
0.099011088,2506,202,25060202
0.068034029,2506,202,25060202
0.122926242,2506,202,25060202
0.046381866,2506,202,25060202
0.126723738,2506,202,25060202
0.103175374,2506,202,25060202
0.120746997,2506,202,25060202
0.104500275,2506,202,25060202
0.103175374,2506,202,25060202
0.117889089,2506,202,25060202
0.117889089,2506,202,25060202
0.074378456,2506,203,25060203
0.066969446,2506,203,25060203
0.077193632,2506,203,25060203
0.050549275,2506,203,25060203
0.10057467,2506,203,25060203
0.082009054,2506,203,25060203
0.179438998,2506,203,25060203
0.089350667,2506,203,25060203
0.050549275,2506,203,25060203
0.091478633,2506,203,25060203
0.082962912,2506,203,25060203
0.072032129,2506,203,25060203
0.193431548,2506,203,25060203
0.091478633,2506,203,25060203
0.072032129,2506,203,25060203
0.077193632,2506,203,25060203
0.133683601,2506,203,25060203
0.066969446,2506,203,25060203
0.084444095,2506,203,25060203
0.137889109,2506,203,25060203
0.137889109,2506,203,25060203
0.184491959,2506,203,25060203
0.105117006,2506,203,25060203
0.076673952,2506,203,25060203
0.073792687,2506,203,25060203
0.092743981,2506,203,25060203
0.082956929,2506,203,25060203
0.091037323,2506,203,25060203
0.073792687,2506,203,25060203
0.082956929,2506,203,25060203
0.103237775,2506,203,25060203
0.091037323,2506,203,25060203
0.103856466,2506,203,25060203
0.083045057,2506,203,25060203
0.083045057,2506,203,25060203
0.133299303,2506,203,25060203
0.120742156,2506,203,25060203
0.120742156,2506,203,25060203
0.133299303,2506,203,25060203
0.21145548,2506,203,25060203
0.12847233,2506,203,25060203
0.12847233,2506,203,25060203
0.159169497,2506,203,25060203
0.055601367,2506,203,25060203
0.238491276,2506,203,25060203
0.159169497,2506,203,25060203
0.055601367,2506,203,25060203
0.087123669,2506,203,25060203
0.207767713,2506,203,25060203
0.148465508,2506,203,25060203
0.132790299,2506,203,25060203
0.087123669,2506,203,25060203
0.132790299,2506,203,25060203
0.10887403,2506,203,25060203
0.127091508,2506,203,25060203
0.145846742,2506,203,25060203
0.145525225,2506,203,25060203
0.10887403,2506,203,25060203
0.117299269,2506,203,25060203
0.065642907,2506,203,25060203
0.142697021,2506,203,25060203
0.237254097,2506,203,25060203
0.164391649,2506,203,25060203
0.065642907,2506,203,25060203
0.056568974,2506,203,25060203
0.12005301,2506,203,25060203
0.12005301,2506,203,25060203
0.064044863,2506,203,25060203
0.064044863,2506,203,25060203
0.143032213,2506,203,25060203
0.157779415,2506,203,25060203
0.05535284,2506,203,25060203
0.05535284,2506,203,25060203
0.165258087,2506,203,25060203
0.170850678,2506,203,25060203
0.165258087,2506,203,25060203
0.169362052,2506,204,25060204
0.169362052,2506,204,25060204
0.162239844,2506,204,25060204
0.162239844,2506,204,25060204
0.052250623,2506,204,25060204
0.102122603,2506,204,25060204
0.168734639,2506,204,25060204
0.052250623,2506,204,25060204
0.207952297,2506,204,25060204
0.147277176,2506,204,25060204
0.096646217,2506,204,25060204
0.106443721,2506,204,25060204
0.106443721,2506,204,25060204
0.097820836,2506,204,25060204
0.096646217,2506,204,25060204
0.152105992,2506,204,25060204
0.095368462,2506,204,25060204
0.076249469,2506,204,25060204
0.095368462,2506,204,25060204
0.136728801,2506,204,25060204
0.157161568,2506,204,25060204
0.076249469,2506,204,25060204
0.086507873,2506,204,25060204
0.06717915,2506,204,25060204
0.077601881,2506,204,25060204
0.157161568,2506,204,25060204
0.06717915,2506,204,25060204
0.090287652,2506,204,25060204
0.120272677,2506,204,25060204
0.148627553,2506,204,25060204
0.146315096,2506,204,25060204
0.074574669,2506,204,25060204
0.074574669,2506,204,25060204
0.104610866,2506,204,25060204
0.14361833,2506,204,25060204
0.077958248,2506,204,25060204
0.131888529,2506,204,25060204
0.117602704,2506,204,25060204
0.157985481,2506,204,25060204
0.131888529,2506,204,25060204
0.144158462,2506,204,25060204
0.077958248,2506,204,25060204
0.155684368,2506,204,25060204
0.117602704,2506,204,25060204
0.096982872,2506,204,25060204
0.155316674,2506,204,25060204
0.088049373,2506,204,25060204
0.052002425,2506,204,25060204
0.096982872,2506,204,25060204
0.052002425,2506,204,25060204
0.088049373,2506,204,25060204
0.112229541,2506,204,25060204
0.149469492,2506,204,25060204
0.111433864,2506,204,25060204
0.111433864,2506,204,25060204
0.108777517,2506,204,25060204
0.195814184,2506,204,25060204
0.108777517,2506,204,25060204
0.053999698,2506,204,25060204
0.132360061,2506,204,25060204
0.132360061,2506,204,25060204
0.135596319,2506,204,25060204
0.095567597,2506,204,25060204
0.053999698,2506,204,25060204
0.095567597,2506,204,25060204
0.135596319,2506,204,25060204
0.096854383,2506,204,25060204
0.098152814,2506,204,25060204
0.077732473,2506,204,25060204
0.296099311,2506,301,25060301
0.263040863,2506,301,25060301
0.118747592,2506,301,25060301
0.113018024,2506,301,25060301
0.113018024,2506,301,25060301
0.118747592,2506,301,25060301
0.133072696,2506,301,25060301
0.154919137,2506,301,25060301
0.135455921,2506,301,25060301
0.090689753,2506,301,25060301
0.16412575,2506,301,25060301
0.135455921,2506,301,25060301
0.141768603,2506,301,25060301
0.070730691,2506,301,25060301
0.090689753,2506,301,25060301
0.141768603,2506,301,25060301
0.126490829,2506,301,25060301
0.140573931,2506,301,25060301
0.070730691,2506,301,25060301
0.24025233,2506,301,25060301
0.053454056,2506,301,25060301
0.140573931,2506,301,25060301
0.156152856,2506,301,25060301
0.07356,2506,301,25060301
0.11780812,2506,301,25060301
0.147119555,2506,301,25060301
0.053454056,2506,301,25060301
0.106740028,2506,301,25060301
0.074228155,2506,301,25060301
0.074228155,2506,301,25060301
0.155555882,2506,301,25060301
0.242205891,2506,301,25060301
0.155555882,2506,301,25060301
0.151907724,2506,301,25060301
0.122820482,2506,301,25060301
0.122820482,2506,301,25060301
0.199923713,2506,301,25060301
0.151907724,2506,301,25060301
0.203851704,2506,301,25060301
0.150722372,2506,301,25060301
0.065763839,2506,301,25060301
0.140710768,2506,301,25060301
0.125175215,2506,301,25060301
0.025467008,2506,301,25060301
0.140710768,2506,301,25060301
0.166749022,2506,301,25060301
0.025467008,2506,301,25060301
0.065763839,2506,301,25060301
0.090402385,2506,301,25060301
0.084633537,2506,301,25060301
0.090402385,2506,301,25060301
0.146353791,2506,301,25060301
0.076210713,2506,301,25060301
0.076210713,2506,301,25060301
0.146353791,2506,301,25060301
0.142964444,2506,301,25060301
0.203051419,2506,301,25060301
0.162906984,2506,301,25060301
0.164367963,2506,301,25060301
0.186023238,2506,301,25060301
0.115108002,2506,301,25060301
0.186023238,2506,301,25060301
0.094454297,2506,301,25060301
0.115108002,2506,301,25060301
0.160064545,2506,301,25060301
0.170015202,2506,301,25060301
0.094454297,2506,301,25060301
0.158726096,2506,302,25060302
0.120015358,2506,302,25060302
0.120015358,2506,302,25060302
0.117106542,2506,302,25060302
0.158726096,2506,302,25060302
0.117106542,2506,302,25060302
0.142706861,2506,302,25060302
0.142706861,2506,302,25060302
0.139343632,2506,302,25060302
0.209065337,2506,302,25060302
0.139343632,2506,302,25060302
0.058668936,2506,302,25060302
0.070966445,2506,302,25060302
0.058668936,2506,302,25060302
0.065908191,2506,302,25060302
0.107682664,2506,302,25060302
0.110877208,2506,302,25060302
0.110877208,2506,302,25060302
0.19141947,2506,302,25060302
0.097879253,2506,302,25060302
0.129312492,2506,302,25060302
0.153976517,2506,302,25060302
0.153976517,2506,302,25060302
0.097879253,2506,302,25060302
0.129312492,2506,302,25060302
0.088102091,2506,302,25060302
0.160010648,2506,302,25060302
0.125557686,2506,302,25060302
0.076501921,2506,302,25060302
0.069306404,2506,302,25060302
0.076501921,2506,302,25060302
0.125557686,2506,302,25060302
0.137561587,2506,302,25060302
0.086998822,2506,302,25060302
0.086998822,2506,302,25060302
0.118420782,2506,302,25060302
0.11581779,2506,302,25060302
0.069306404,2506,302,25060302
0.070869057,2506,302,25060302
0.152451136,2506,302,25060302
0.211407995,2506,302,25060302
0.11935354,2506,302,25060302
0.11935354,2506,302,25060302
0.105720546,2506,302,25060302
0.070869057,2506,302,25060302
0.105720546,2506,302,25060302
0.090881417,2506,302,25060302
0.064070934,2506,302,25060302
0.064070934,2506,302,25060302
0.23340823,2506,302,25060302
0.147040873,2506,302,25060302
0.090881417,2506,302,25060302
0.181539191,2506,302,25060302
0.139706542,2506,302,25060302
0.155234446,2506,302,25060302
0.197764895,2506,302,25060302
0.143595773,2506,302,25060302
0.155234446,2506,302,25060302
0.147040873,2506,302,25060302
0.114566342,2506,302,25060302
0.114566342,2506,302,25060302
0.116692601,2506,302,25060302
0.124538678,2506,302,25060302
0.104506612,2506,302,25060302
0.141919711,2506,302,25060302
0.104506612,2506,302,25060302
0.064823685,2506,302,25060302
0.069512297,2506,302,25060302
0.126692907,2506,302,25060302
0.126692907,2506,302,25060302
0.222672547,2506,302,25060302
0.115486093,2506,302,25060302
0.064823685,2506,302,25060302
0.084248792,2506,303,25060303
0.108993055,2506,303,25060303
0.084248792,2506,303,25060303
0.172854078,2506,303,25060303
0.130179561,2506,303,25060303
0.130179561,2506,303,25060303
0.079331829,2506,303,25060303
0.226702355,2506,303,25060303
0.11326664,2506,303,25060303
0.079331829,2506,303,25060303
0.118428823,2506,303,25060303
0.076043852,2506,303,25060303
0.076043852,2506,303,25060303
0.129480636,2506,303,25060303
0.15359154,2506,303,25060303
0.068366391,2506,303,25060303
0.149870033,2506,303,25060303
0.239346631,2506,303,25060303
0.194248177,2506,303,25060303
0.073522922,2506,303,25060303
0.149870033,2506,303,25060303
0.13886902,2506,303,25060303
0.127376495,2506,303,25060303
0.127376495,2506,303,25060303
0.121789389,2506,303,25060303
0.068366391,2506,303,25060303
0.169037482,2506,303,25060303
0.139340594,2506,303,25060303
0.165211086,2506,303,25060303
0.349913124,2506,303,25060303
0.139340594,2506,303,25060303
0.245940328,2506,303,25060303
0.121789389,2506,303,25060303
0.247882835,2506,303,25060303
0.247882835,2506,303,25060303
0.14816673,2506,303,25060303
0.281094342,2506,303,25060303
0.257654754,2506,303,25060303
0.163072326,2506,303,25060303
0.09984679,2506,303,25060303
0.14816673,2506,303,25060303
0.128014467,2506,303,25060303
0.15848226,2506,303,25060303
0.163072326,2506,303,25060303
0.09984679,2506,303,25060303
0.125305899,2506,303,25060303
0.128014467,2506,303,25060303
0.125305899,2506,303,25060303
0.11111452,2506,303,25060303
0.134783271,2506,303,25060303
0.069901839,2506,303,25060303
0.15848226,2506,303,25060303
0.069901839,2506,303,25060303
0.12869775,2506,303,25060303
0.16836952,2506,303,25060303
0.226220217,2506,303,25060303
0.12869775,2506,303,25060303
0.16836952,2506,303,25060303
0.19582827,2506,303,25060303
0.223173024,2506,303,25060303
0.19582827,2506,303,25060303
0.10836448,2506,303,25060303
0.10836448,2506,303,25060303
0.100468445,2506,304,25060304
0.215281494,2506,304,25060304
0.162909592,2506,304,25060304
0.162959411,2506,304,25060304
0.138179454,2506,304,25060304
0.100468445,2506,304,25060304
0.162909592,2506,304,25060304
0.078524498,2506,304,25060304
0.078524498,2506,304,25060304
0.212742841,2506,304,25060304
0.162959411,2506,304,25060304
0.111052112,2506,304,25060304
0.084851849,2506,304,25060304
0.084851849,2506,304,25060304
0.098144186,2506,304,25060304
0.153474285,2506,304,25060304
0.074697527,2506,304,25060304
0.145422591,2506,304,25060304
0.098144186,2506,304,25060304
0.074697527,2506,304,25060304
0.145422591,2506,304,25060304
0.122808785,2506,304,25060304
0.097110971,2506,304,25060304
0.134006455,2506,304,25060304
0.083487613,2506,304,25060304
0.138793147,2506,304,25060304
0.097110971,2506,304,25060304
0.156864305,2506,304,25060304
0.134006455,2506,304,25060304
0.143161074,2506,304,25060304
0.156864305,2506,304,25060304
0.088810709,2506,304,25060304
0.228330746,2506,304,25060304
0.217312619,2506,304,25060304
0.088810709,2506,304,25060304
0.10858753,2506,304,25060304
0.148825447,2506,304,25060304
0.148825447,2506,304,25060304
0.126987469,2506,304,25060304
0.10858753,2506,304,25060304
0.124303449,2506,304,25060304
0.073002957,2506,304,25060304
0.153581275,2506,304,25060304
0.164169532,2506,304,25060304
0.175193641,2506,304,25060304
0.182418625,2506,304,25060304
0.168169313,2506,304,25060304
0.182418625,2506,304,25060304
0.073002957,2506,304,25060304
0.086348128,2506,304,25060304
0.175193641,2506,304,25060304
0.129780635,2506,304,25060304
0.095996596,2506,304,25060304
0.116356831,2506,304,25060304
0.086348128,2506,304,25060304
0.113474919,2506,304,25060304
0.095996596,2506,304,25060304
0.111211331,2506,304,25060304
0.117564481,2506,304,25060304
0.117564481,2506,304,25060304
0.111211331,2506,304,25060304
0.063207111,2506,304,25060304
0.141544414,2506,304,25060304
0.123693627,2506,304,25060304
0.063207111,2506,304,25060304
0.193016825,2506,304,25060304
0.116356831,2506,304,25060304
0.133933799,2506,304,25060304
0.070678201,2506,401,25060401
0.058679231,2506,401,25060401
0.113898373,2506,401,25060401
0.057996195,2506,401,25060401
0.057996195,2506,401,25060401
0.113898373,2506,401,25060401
0.097685161,2506,401,25060401
0.091811879,2506,401,25060401
0.115875958,2506,401,25060401
0.070303806,2506,401,25060401
0.088709915,2506,401,25060401
0.077754136,2506,401,25060401
0.115875958,2506,401,25060401
0.070303806,2506,401,25060401
0.175462038,2506,401,25060401
0.175462038,2506,401,25060401
0.088709915,2506,401,25060401
0.088780358,2506,401,25060401
0.062548006,2506,401,25060401
0.062548006,2506,401,25060401
0.079253539,2506,401,25060401
0.061271849,2506,401,25060401
0.212579029,2506,401,25060401
0.210305736,2506,401,25060401
0.064385718,2506,401,25060401
0.069664556,2506,401,25060401
0.061271849,2506,401,25060401
0.097530713,2506,401,25060401
0.106911937,2506,401,25060401
0.076301388,2506,401,25060401
0.076301388,2506,401,25060401
0.106911937,2506,401,25060401
0.085985114,2506,401,25060401
0.182739021,2506,401,25060401
0.142150169,2506,401,25060401
0.085985114,2506,401,25060401
0.151663779,2506,401,25060401
0.142150169,2506,401,25060401
0.010751898,2506,401,25060401
0.172842144,2506,401,25060401
0.010751898,2506,401,25060401
0.079230503,2506,401,25060401
0.089076972,2506,401,25060401
0.092154107,2506,401,25060401
0.089076972,2506,401,25060401
0.112648288,2506,401,25060401
0.079230503,2506,401,25060401
0.112648288,2506,401,25060401
0.18483307,2506,401,25060401
0.172292863,2506,401,25060401
0.128837206,2506,401,25060401
0.105029744,2506,401,25060401
0.116701012,2506,401,25060401
0.071118568,2506,401,25060401
0.071118568,2506,401,25060401
0.122753154,2506,401,25060401
0.105029744,2506,401,25060401
0.108681041,2506,401,25060401
0.147794771,2506,401,25060401
0.104838071,2506,401,25060401
0.113909483,2506,401,25060401
0.116701012,2506,401,25060401
0.077688664,2506,401,25060401
0.077688664,2506,401,25060401
0.16249925,2506,401,25060401
0.16249925,2506,401,25060401
0.074451018,2506,401,25060401
0.137216081,2506,401,25060401
0.137216081,2506,401,25060401
0.074451018,2506,401,25060401
0.157003486,2506,401,25060401
0.067529825,2506,401,25060401
0.067529825,2506,401,25060401
0.179944738,2506,401,25060401
0.097036957,2506,402,25060402
0.190628036,2506,402,25060402
0.084385585,2506,402,25060402
0.106779075,2506,402,25060402
