fid,Date,Time,Version,Id,Name,Latitude,Longitude,Height,AlarmRad,WarningRad,Status_Txt,Visible,UniqueID,joined_row_index,joined_col_index,joined_PlotID,joined_PlotIDstring,NDVI_mean,Thresholdsum,Thresholdmean,715SAVI_mean,715NDVI_mean,715NDVI_variance,715gNDVI_mean,715gNDVI_variance,715NDRE_mean,715NDRE_variance,715ExG_mean,715ExG_variance,715ExR_mean,715ExR_variance,HA_mean,715PLTCOUNT_
"1517",2024/06/04,01:48:44pm,4.71,"905",U-1,45.4329503,-73.93921111,39.021,"0","0",,"1",5009318c201f855b,"0","0","101","101",0.52731835583658,71841,0.469751657577779,1.05307525863578,0.52731835583658,0.0587141474666106,0.535812966405734,0.0197342296415302,0.127228670384544,0.00258704545818573,9174.31396550146,104576184.695958,8286.22759323035,94563137.263478,1,131
"1519",2024/06/04,02:15:42pm,4.71,"905",U1,45.43297649,-73.93912978,39.021,"0","0",,"1",500937de01a1bd1f,"0","1","108","108",0.612672191809682,93204,0.60942342648655,1.22360283300225,0.612672191809682,0.0577268362553606,0.57944418049913,0.0210359023685855,0.135660024106523,0.00324255690560449,12012.9194379422,119463774.827293,6654.89441965817,113930110.465177,1,73
"1520",2024/06/04,02:15:55pm,4.71,"905",U3,45.43300365,-73.93904906,39.021,"0","0",,"1",500937eb32eb8e40,"0","2","201","201",0.592073174834525,87858,0.574475597635612,1.18247440564055,0.592073174834525,0.0614028064458175,0.564485439913871,0.0207368159313319,0.141619988617926,0.00330559887739059,12065.4034236543,153763289.705771,6998.67392090441,119935163.901701,1,138
"1521",2024/06/04,02:16:07pm,4.71,"905",U5,45.43303015,-73.93896796,39.021,"0","0",,"1",500937f72fc8d1c6,"0","3","208","208",0.586814234980736,94026,0.614798153500111,1.17195817754631,0.586814234980736,0.0546669788988707,0.538865376611545,0.0133095931819788,0.139963811649324,0.00258984884125639,15344.559887013,205187435.323607,5908.93464561669,99162619.5930638,1,100
"1522",2024/06/04,02:16:20pm,4.71,"905",U7,45.43305724,-73.93888717,39.021,"0","0",,"1",5009380464b28f42,"0","4","301","301",0.479115730973529,58483,0.382404289403995,0.957031581763317,0.479115730973529,0.0578938017663128,0.482062218580547,0.0162167782012336,0.13903211034648,0.00167418601011335,10254.5295779253,189411655.082691,7872.98292964457,92173701.2991887,1,20
"1523",2024/06/04,02:16:32pm,4.71,"905",U9,45.43308434,-73.93880641,39.021,"0","0",,"1","5009381040517900","0","5","308","308",0.450387986856516,51048,0.333788864550299,0.899571099022856,0.450387986856516,0.0484212994917269,0.458150299284286,0.0137666085166887,0.144208743282307,0.00188571767581764,8252.19543596953,130682044.225257,10726.3137381579,79333060.8356184,1,90
"1524",2024/06/04,02:17:01pm,4.71,"905",U11,45.43311097,-73.93872532,39.021,"0","0",,"1",5009382d1f03b98f,"0","6","401","401",0.550164664459898,80844,0.528613276141654,1.09891560213494,0.550164664459898,0.0518609731801607,0.475006966507028,0.0125602394999456,0.124351908260365,0.00171868607097425,14754.7600434169,221093102.874404,5525.71938496367,76397217.9279871,1,36
"1525",2024/06/04,02:17:13pm,4.71,"905",U13,45.43313791,-73.93864447,39.021,"0","0",,"1",500938393916ae56,"0","6","408","408",0.576526446964946,90457,0.59146576694979,1.1514282620535,0.576526446964946,0.0464669411452079,0.514898160928025,0.010647779031838,0.107276087004714,0.00330330779126817,14864.8185527374,200136384.717973,6739.36120785551,85424015.4453624,1,180
"1526",2024/06/04,02:18:31pm,4.71,"905",D13,45.4331127,-73.93862763,39.02,"0","0",,"1",500938877536384a,"1","7","409","409",0.408987838394318,42167,0.275711231275214,0.816808291239793,0.408987838394318,0.0498393685507254,0.440207985145091,0.0146992817134709,0.102159019474294,0.00229432737214621,6676.52254166694,108811902.322462,12664.5997836137,80979985.8928484,1,74
"1527",2024/06/04,02:18:44pm,4.71,"905",D11,45.43308611,-73.93870872,39.02,"0","0",,"1",50093894752ce1b7,"1","6","402","402",0.550165170630916,73437,0.480181252288539,1.0989422676489,0.550165170630916,0.0522808493599264,0.487292725111236,0.014059031647808,0.138586967288471,0.00156500754296368,13282.3883846838,215600723.220489,5498.48847273153,77293523.4998857,1,43
"1528",2024/06/04,02:18:57pm,4.71,"905",D9,45.43305949,-73.93878983,39.021,"0","0",,"1",500938a125f6843f,"1","5","309","309",0.592093295628086,95406,0.623829575770257,1.18272269913126,0.592093295628086,0.0384534222741845,0.510701500701532,0.00874389685514623,0.124617986924503,0.00166023782240715,16205.9527645551,232071018.561393,5564.93504249284,83021904.2837657,1,170
"1529",2024/06/04,02:19:09pm,4.71,"905",D7,45.43303241,-73.93887061,39.021,"0","0",,"1",500938ad2f841179,"1","4","302","302",0.603890645012424,91741,0.599865303133337,1.20633144812021,0.603890645012424,0.0493856447149404,0.527754904028842,0.0121446466053566,0.135798535454677,0.00159854903627585,16602.690334519,220908864.00669,3235.14735983005,87014671.3738694,1,38
"1530",2024/06/04,02:19:22pm,4.71,"905",D5,45.43300564,-73.9389516,39.021,"0","0",,"1",500938ba669012e1,"1","3","209","209",0.522027844416488,74674,0.488269602971177,1.04262773041198,0.522027844416488,0.0532872220394347,0.488729177409388,0.0128954685624328,0.120133114330677,0.00321293341221973,12833.5778560967,203883373.1616,8792.90438055004,100198258.545419,1,140
"1531",2024/06/04,02:19:34pm,4.71,"905",D3,45.43297856,-73.9390323,39.021,"0","0",,"1",500938c669fc4194,"1","2","202","202",0.553646208171096,80083,0.523637338494534,1.10575549085342,0.553646208171096,0.0544378053124755,0.528662434035248,0.0198836613417742,0.122371416072062,0.0024872862590712,10194.2903109798,106966393.3772,9295.42902159141,102430958.902101,1,216
"1532",2024/06/04,02:19:47pm,4.71,"905",D1,45.4329516,-73.93911321,39.021,"0","0",,"1",500938d31d4cc688,"1","1","109","109",0.600215088027922,88740,0.58023512796035,1.19873872893733,0.600215088027922,0.059388029649638,0.554104216768563,0.0195225789772662,0.132709274922965,0.00349510961967126,12820.2845336019,167699467.7468,7133.54292434374,123160866.064273,1,76
"1533",2024/06/04,02:20:00pm,4.71,"905",D-1,45.4329247,-73.93919406,39.021,"0","0",,"1",500938e02a9ec38d,"1","0","102","102",0.598686045775139,87249,0.570497270082061,1.19557044977501,0.598686045775139,0.0670156354705005,0.573023251010773,0.0219508300199948,0.148392825977339,0.00354583881159373,11335.4211396999,125592868.901392,6047.62315226017,115351497.724346,1,96
"1534",2024/06/04,02:20:58pm,4.71,"905",U-1,45.43290041,-73.93917769,39.021,"0","0",,"1",5009391a2cd19750,"2","0","103","103",0.597559704317567,88087,0.575972956007742,1.19337052217328,0.597559704317567,0.0578865848341938,0.56068316700896,0.0221070980008504,0.137173805165551,0.00352806529749681,13238.4092692368,172475315.928395,5801.74713711,120185057.804416,1,85
"1535",2024/06/04,02:21:11pm,4.71,"905",U1,45.43292639,-73.93909621,39.021,"0","0",,"1",500939272161cf8e,"2","1","110","110",0.557168881148266,78383,0.512518226459261,1.11278644275451,0.557168881148266,0.0586492711702885,0.527950188211625,0.0223404824762775,0.116326092499965,0.00317646154917551,10725.3735394313,124096251.223763,9160.14617739099,114813960.849897,1,76
"1536",2024/06/04,02:21:23pm,4.71,"905",U3,45.43295377,-73.93901557,39.021,"0","0",,"1",500939332035b4b3,"2","2","203","203",0.589170481057903,87078,0.569375425014385,1.17671877427968,0.589170481057903,0.0595544668300103,0.554509888309118,0.0232193485548671,0.120965345989972,0.00310808941564758,11259.4986661087,118880827.475283,7840.3502793044,106977174.916881,1,181
"1537",2024/06/04,02:21:51pm,4.71,"905",U5,45.43298071,-73.93893478,39.02,"0","0",,"1",5009394f377e7978,"2","3","210","210",0.598132123906128,94574,0.618389391640948,1.19473998153754,0.598132123906128,0.0503717392898398,0.522289260888808,0.0139504271913913,0.111620057678723,0.00424250980840319,17040.5559842025,229773139.901402,5905.27162811005,101475648.150218,1,116
"1538",2024/06/04,02:22:04pm,4.71,"905",U7,45.43300744,-73.93885375,39.02,"0","0",,"1",5009395c17548ec5,"2","4","303","303",0.564303177053143,82350,0.538460532510331,1.12724738132411,0.564303177053143,0.0504258140383884,0.506469671898098,0.011886549567093,0.128911862554144,0.00153938707272783,15071.2561071298,214896325.29729,4502.18231065769,85441843.7106391,1,50
"1539",2024/06/04,02:22:17pm,4.71,"905",U9,45.43303463,-73.93877308,39.02,"0","0",,"1",500939696854b105,"2","5","310","310",0.580371780861026,83298,0.544655642519469,1.15932411918548,0.580371780861026,0.0726802216246097,0.52752378000135,0.0244327214777324,0.140318970116052,0.00858779745743517,12466.4413516677,169823057.828755,6740.87948073151,97754138.3906829,1,79
"1540",2024/06/04,02:22:29pm,4.71,"905",U11,45.43306147,-73.93869215,39.02,"0","0",,"1",5009397538f822dd,"2","6","403","403",0.565937327587831,79344,0.518795075160685,1.13047308093864,0.565937327587831,0.0485108326911694,0.486352593813801,0.0112139389738151,0.133656483757312,0.00133206471617223,15745.5978069688,253703711.964265,4617.69999220983,71444959.5514235,1,31
"1541",2024/06/04,02:22:42pm,4.71,"905",U13,45.43308844,-73.9386113,39.02,"0","0",,"1",50093982458e6078,"2","7","410","410",0.56684598233552,84833,0.554703336079616,1.13200835727726,0.56684598233552,0.0553032460188072,0.522850014328885,0.0152506884088425,0.134621315996631,0.00367320595393275,13307.5378594688,200317849.805537,6720.64234306614,100363616.670204,1,151
"1542",2024/06/04,02:27:37pm,4.71,"905",D13,45.43306279,-73.93859418,39.02,"0","0",,"1",50093aa91c5e3ec4,"3","7","411","411",0.532364371810049,78160,0.511070134829404,1.06318346667888,0.532364371810049,0.0467784592311906,0.497173000271872,0.0111382881792191,0.119827126659886,0.00226656792467709,12620.3489740672,201648762.846346,8388.38519180923,86051743.2744348,1,215
"1543",2024/06/04,02:27:50pm,4.71,"905",D11,45.43303634,-73.93867533,39.02,"0","0",,"1",50093ab67d023af4,"3","6","404","404",0.413505748069576,41873,0.273796057148462,0.825949774119691,0.413505748069576,0.0515316955358099,0.415392227435945,0.0159106758376953,0.124672510231185,0.00148067885849094,7332.6952888482,137420614.264999,10199.333014038,70233126.8581533,1,22
"1544",2024/06/04,02:28:09pm,4.71,"905",D9,45.43301019,-73.93875676,39.02,"0","0",,"1",50093ac93b20d3c3,"3","5","311","311",0.486818036598435,61110,0.399581521561448,0.972419810145835,0.486818036598435,0.0399039017931396,0.476291006156937,0.00953442199392844,0.135377366732245,0.000994393468604043,9838.8398927649,147558575.583533,9561.636641643,67223724.3221828,1,65
"1545",2024/06/04,02:28:21pm,4.71,"905",D7,45.43298281,-73.93883734,39.02,"0","0",,"1",50093ad5406f8ce0,"3","4","304","304",0.480383957062468,64040,0.41874546369979,0.959613242350682,0.480383957062468,0.070204924182942,0.468119305714638,0.0198400376564274,0.127655791635606,0.00164748372012083,10915.3916028588,182111774.649704,7547.72436198297,96096875.1186356,1,28
